location,vac1RateCumu_asOfLastMonth,vac2RateCumu_asOfLastMonth,days_exceed3,dailyVac1_permillion_bw3andLastMonth,dailyVac2_permillion_bw3andLastMonth,population,govex,dailyVac1_permillion_duringLastMonth,dailyVac2_permillion_duringLastMonth
Madagascar,0.0,0.0,,,,27691019.0,False,,
Malawi,0.464053626890393,0.464053626890393,,,,19129955.0,True,57.8795857579248,57.8795857579248
Malaysia,2.36471311652432,2.36471311652432,503.0,644.887956419336,644.887956419336,32365998.0,True,1251.37123941792,1251.37123941792
Maldives,21.9513469813632,21.9513469813632,410.0,1926.43383164752,1926.43383164752,540542.0,True,484.116838045828,484.116838045828
Mali,0.135969708704343,0.135969708704343,,,,20250834.0,True,27.6746865769068,27.6746865769068
Malta,29.0016283952267,29.0016283952267,396.0,2290.12895803089,2290.12895803089,441539.0,True,2787.99395866759,2787.99395866759
Mauritania,0.15468872992864,0.15468872992864,,,,4649660.0,True,230.391455608339,230.391455608339
Mexico,5.92635184568183,5.92635184568183,456.0,731.741774825647,731.741774825647,127792286.0,True,935.208147828064,935.208147828064
Moldova,2.52083373099852,2.52083373099852,503.0,780.927036076129,780.927036076129,4033963.0,True,619.504058815835,619.504058815835
Monaco,19.129675874019,19.129675874019,384.0,1333.39240432044,1333.39240432044,39244.0,True,1352.16889534788,1352.16889534788
Mongolia,23.5173605645867,23.5173605645867,445.0,3093.06333564319,3093.06333564319,3278292.0,True,1564.86631138331,1564.86631138331
Montenegro,8.22148131872331,8.22148131872331,464.0,1286.0302498308,1286.0302498308,628062.0,True,1056.96365912509,1056.96365912509
Morocco,9.51658194926232,9.51658194926232,415.0,792.481065087981,792.481065087981,36910558.0,True,1105.39903409995,1105.39903409995
Mozambique,0.31442931445363,0.31442931445363,,,,31255435.0,True,11.6823553015401,11.6823553015401
Namibia,0.734597286962654,0.734597286962654,,,,2540916.0,True,211.0681547965,211.0681547965
Nepal,2.40247576192972,2.40247576192972,463.0,160.884324061076,160.884324061076,29136808.0,True,153.977723120484,153.977723120484
Netherlands,12.4536513595057,12.4536513595057,425.0,1161.65922865257,1161.65922865257,17747554.0,True,3146.18275775337,3146.18275775337
Nicaragua,0.632118026360718,0.632118026360718,,,,6624554.0,True,0.0,0.0
Nigeria,0.24432352239068,0.24432352239068,,,,206139587.0,True,54.1005944362758,54.1005944362758
North Macedonia,3.65876604364062,3.65876604364062,497.0,1009.62580543459,1009.62580543459,2083380.0,True,920.476155527665,920.476155527665
Norway,11.98250788288,11.98250788288,414.0,1015.69636336355,1015.69636336355,5421242.0,True,2219.49497086437,2219.49497086437
Oman,1.45347550690065,1.45347550690065,482.0,-15.2627659675199,-15.2627659675199,5106622.0,True,1212.70432404144,1212.70432404144
Pakistan,0.737436376072469,0.737436376072469,,,,207831794.0,True,381.866345925568,381.866345925568
Panama,5.9776910369225,5.9776910369225,443.0,590.999886265095,590.999886265095,4314768.0,True,939.298437067689,939.298437067689
Papua New Guinea,0.0322369654187922,0.0322369654187922,,,,8947027.0,True,35.7237066281275,35.7237066281275
Paraguay,1.29640884791231,1.29640884791231,,,,7132530.0,True,467.415466701111,467.415466701111
Peru,2.94621850671244,2.94621850671244,492.0,596.235555998284,596.235555998284,32626000.0,True,883.51240748028,883.51240748028
Philippines,1.02558187847839,1.02558187847839,,,,109581085.0,True,437.739779634414,437.739779634414
Poland,13.1511479034909,13.1511479034909,414.0,1134.88680807956,1134.88680807956,37846605.0,True,1988.74999445448,1988.74999445448
Portugal,13.9306150505256,13.9306150505256,416.0,1237.52084864261,1237.52084864261,10196707.0,True,2386.29380148684,2386.29380148684
Qatar,21.819963832756,21.819963832756,432.0,2259.81744318311,2259.81744318311,2881060.0,True,1764.79904461687,1764.79904461687
Romania,10.0587703341806,10.0587703341806,413.0,825.545032688137,825.545032688137,19237682.0,True,524.408461778631,524.408461778631
Russia,4.98248290129345,4.98248290129345,454.0,497.742430703142,497.742430703142,146644718.0,True,621.017440391919,621.017440391919
Rwanda,0.772254369891653,0.772254369891653,,,,12952209.0,True,111.123777194822,111.123777194822
Saint Lucia,6.36759444314351,6.36759444314351,437.0,506.352551384737,506.352551384737,183629.0,True,263.504657620493,263.504657620493
Saint Vincent and the Grenadines,4.38565260890335,4.38565260890335,442.0,320.063950671358,320.063950671358,110947.0,True,383.356540190507,383.356540190507
San Marino,31.289410100772,31.289410100772,431.0,3478.40179150215,3478.40179150215,33938.0,True,464.556810426605,464.556810426605
Sao Tome and Principe,1.65506180387934,1.65506180387934,,,,219161.0,True,495.916170627839,495.916170627839
Saudi Arabia,10.0848916036819,10.0848916036819,439.0,1101.55883364731,1101.55883364731,34813867.0,True,897.008617562577,897.008617562577
Senegal,0.766444914664598,0.766444914664598,,,,16743930.0,True,72.9652958685095,72.9652958685095
Serbia,13.0269234334817,13.0269234334817,401.0,1001.67242645048,1001.67242645048,8737370.0,True,547.702089582061,547.702089582061
Seychelles,34.1862416107383,34.1862416107383,382.0,2418.41054034283,2418.41054034283,98340.0,True,287.10464681454,287.10464681454
Singapore,15.9344033332746,15.9344033332746,415.0,1425.34970231068,1425.34970231068,5850343.0,True,2256.46268007898,2256.46268007898
Slovakia,11.7342699879827,11.7342699879827,414.0,999.562590806905,999.562590806905,5459643.0,True,1559.8576919832,1559.8576919832
Slovenia,12.7929027981675,12.7929027981675,414.0,1101.43399233309,1101.43399233309,2078932.0,True,1661.45715762368,1661.45715762368
Somalia,0.0,0.0,,,,15893219.0,False,,
South Africa,0.406296277999059,0.406296277999059,,,,59308690.0,True,280.484382479576,280.484382479576
South Sudan,0.0192205832390618,0.0192205832390618,,,,11193729.0,True,26.1624020654491,26.1624020654491
Spain,13.9195387397506,13.9195387397506,415.0,1223.34025713381,1223.34025713381,46937060.0,True,2602.37068602631,2602.37068602631
Sri Lanka,2.18671850373017,2.18671850373017,499.0,386.752017888869,386.752017888869,21413250.0,True,685.548930926473,685.548930926473
Sudan,0.165624197748884,0.165624197748884,,,,43849269.0,True,71.2589581779904,71.2589581779904
Suriname,3.53469965941285,3.53469965941285,477.0,519.24875537213,519.24875537213,586634.0,True,1556.87279654611,1556.87279654611
Sweden,12.0957781143305,12.0957781143305,418.0,1062.86191485817,1062.86191485817,10327589.0,True,2180.95355416292,2180.95355416292
Switzerland,13.0610617360581,13.0610617360581,409.0,1078.27934108617,1078.27934108617,8654618.0,True,1464.56772483181,1464.56772483181
Syria,0.0035712944948295,0.0035712944948295,,,,17500657.0,True,48.742870514205,48.742870514205
Tajikistan,0.0,0.0,,,,9537642.0,False,,
Thailand,1.2929380865994,1.2929380865994,,,,69799978.0,True,700.483629600627,700.483629600627
Togo,0.919916890704464,0.919916890704464,,,,8278737.0,True,41.5132669820093,41.5132669820093
Trinidad and Tobago,1.68761356807582,1.68761356807582,514.0,749.647550430834,749.647550430834,1399491.0,True,1199.03040324269,1199.03040324269
Tunisia,1.95208526073015,1.95208526073015,502.0,262.598687209331,262.598687209331,11818618.0,True,613.161178568889,613.161178568889
Turkey,8.59866727005647,8.59866727005647,414.0,691.203326063009,691.203326063009,84339067.0,True,2011.77212300639,2011.77212300639
Uganda,0.315382260991233,0.315382260991233,,,,45741000.0,True,63.5381471130228,63.5381471130228
Ukraine,0.625029833196187,0.625029833196187,,,,45901049.0,True,268.579672540325,268.579672540325
United Arab Emirates,32.3834779179811,32.3834779179811,371.0,2089.29888822878,2089.29888822878,9890400.0,True,2013.82800656485,2013.82800656485
United Kingdom,24.2844150861141,24.2844150861141,381.0,1687.58281490521,1687.58281490521,66970354.0,True,1588.04764423413,1588.04764423413
Uruguay,19.9495455457496,19.9495455457496,440.0,2421.53077720421,2421.53077720421,3473727.0,True,2701.43287672884,2701.43287672884
Uzbekistan,1.22705655429638,1.22705655429638,,,,33469199.0,True,457.497672566388,457.497672566388
Venezuela,0.277817408763268,0.277817408763268,,,,28435943.0,True,326.423543974701,326.423543974701
West Bank and Gaza,0.0,0.0,,,,5101416.0,False,,
Zambia,0.199419809316341,0.199419809316341,,,,18383956.0,True,2.83425606053873,2.83425606053873
Zimbabwe,1.7021764959217,1.7021764959217,509.0,242.54980193336,242.54980193336,14862927.0,True,173.881979053677,173.881979053677
US.Alabama,13.5782761613115,13.5782761613115,414.0,1178.46069122697,1178.46069122697,,,489.721180903249,489.721180903249
US.Alaska,19.7968375711948,19.7968375711948,395.0,1506.19055251837,1506.19055251837,,,109.249458233077,109.249458233077
US.Arizona,16.7205085731455,16.7205085731455,408.0,1405.3752472728,1405.3752472728,,,631.591724112208,631.591724112208
US.Arkansas,14.4799165220803,14.4799165220803,406.0,1174.68469848214,1174.68469848214,,,431.541097968226,431.541097968226
US.California,19.819158238705,19.819158238705,412.0,1749.04372677869,1749.04372677869,,,1012.48620319746,1012.48620319746
US.Colorado,20.9754883710592,20.9754883710592,403.0,1718.42497246139,1718.42497246139,,,985.23244482593,985.23244482593
US.Connecticut,24.4995844654301,24.4995844654301,404.0,2043.02827313962,2043.02827313962,,,1096.75828748601,1096.75828748601
US.Delaware,19.5400014787977,19.5400014787977,411.0,1717.06804484356,1717.06804484356,,,1041.91636285721,1041.91636285721
US.District of Columbia,21.0880213787055,21.0880213787055,402.0,1717.37414820184,1717.37414820184,,,908.780554760879,908.780554760879
US.Florida,17.5998453654591,17.5998453654591,405.0,1445.50833021876,1445.50833021876,,,968.181084891644,968.181084891644
US.Georgia,14.6500709258734,14.6500709258734,412.0,1236.41384977822,1236.41384977822,,,844.745107078456,844.745107078456
US.Hawaii,22.6648307018151,22.6648307018151,408.0,1939.93144287186,1939.93144287186,,,616.99455854523,616.99455854523
US.Idaho,15.2115899533593,15.2115899533593,411.0,1289.23282429171,1289.23282429171,,,450.657832093224,450.657832093224
US.Illinois,18.4313604177332,18.4313604177332,411.0,1605.36629153097,1605.36629153097,,,922.2800528776,922.2800528776
US.Indiana,17.2671967444909,17.2671967444909,404.0,1405.30174480997,1405.30174480997,,,672.294269996939,672.294269996939
US.Iowa,20.098127775295,20.098127775295,408.0,1720.58458760497,1720.58458760497,,,622.929791343518,622.929791343518
US.Kansas,17.9438776596,17.9438776596,410.0,1544.26189944536,1544.26189944536,,,514.645033334945,514.645033334945
US.Kentucky,17.6283492547463,17.6283492547463,408.0,1487.58877052667,1487.58877052667,,,744.036750949724,744.036750949724
US.Louisiana,14.5131619082282,14.5131619082282,404.0,1151.56114375347,1151.56114375347,,,488.139088227211,488.139088227211
US.Maine,23.7139677372319,23.7139677372319,399.0,1898.21121266459,1898.21121266459,,,943.783541056264,943.783541056264
US.Maryland,22.0635892075002,22.0635892075002,408.0,1903.90539654394,1903.90539654394,,,1231.70060968088,1231.70060968088
US.Massachusetts,24.786242385386,24.786242385386,407.0,2131.30387445952,2131.30387445952,,,1255.6443222534,1255.6443222534
US.Michigan,19.5478517415439,19.5478517415439,405.0,1620.23397802182,1620.23397802182,,,753.782631997104,753.782631997104
US.Minnesota,20.8981454818329,20.8981454818329,409.0,1806.24067497319,1806.24067497319,,,862.956672441771,862.956672441771
US.Mississippi,12.7208684780231,12.7208684780231,409.0,1042.42469545485,1042.42469545485,,,396.658947193927,396.658947193927
US.Missouri,14.7816531908936,14.7816531908936,410.0,1247.82546436083,1247.82546436083,,,653.385234308359,653.385234308359
US.Montana,17.7159335240808,17.7159335240808,403.0,1420.74837035372,1420.74837035372,,,640.918881189545,640.918881189545
US.Nebraska,19.4856514241049,19.4856514241049,402.0,1566.52260518418,1566.52260518418,,,835.330999324824,835.330999324824
US.Nevada,16.7259223234148,16.7259223234148,412.0,1454.56543809419,1454.56543809419,,,732.58752834848,732.58752834848
US.New Hampshire,22.2761675091251,22.2761675091251,404.0,1844.84778120393,1844.84778120393,,,1091.33722225271,1091.33722225271
US.New Jersey,22.3541772918616,22.3541772918616,408.0,1926.54043069875,1926.54043069875,,,1000.52519015127,1000.52519015127
US.New Mexico,22.443627973478,22.443627973478,400.0,1803.59164999247,1803.59164999247,,,926.398862282045,926.398862282045
US.New York,21.3701876998252,21.3701876998252,405.0,1788.4682694637,1788.4682694637,,,1077.04221615841,1077.04221615841
US.North Carolina,17.8623712395896,17.8623712395896,408.0,1490.61844675171,1490.61844675171,,,592.385021989502,592.385021989502
US.North Dakota,16.7906941954854,16.7906941954854,399.0,1291.22791386492,1291.22791386492,,,306.532505483213,306.532505483213
US.Ohio,18.4779965951185,18.4779965951185,409.0,1577.25141650857,1577.25141650857,,,680.948697449319,680.948697449319
US.Oklahoma,15.7902218641481,15.7902218641481,404.0,1261.41872695771,1261.41872695771,,,711.194855700191,711.194855700191
US.Oregon,20.8307203602311,20.8307203602311,404.0,1725.42383002341,1725.42383002341,,,1133.88660408911,1133.88660408911
US.Pennsylvania,19.911480161403,19.911480161403,410.0,1731.20246437178,1731.20246437178,,,894.401089020293,894.401089020293
US.Rhode Island,23.7118885818904,23.7118885818904,405.0,1983.1434844825,1983.1434844825,,,1137.12797833606,1137.12797833606
US.South Carolina,15.635710198702,15.635710198702,411.0,1339.30900951559,1339.30900951559,,,742.139593717777,742.139593717777
US.South Dakota,19.9039176307242,19.9039176307242,397.0,1543.26924132021,1543.26924132021,,,420.743970620541,420.743970620541
US.Tennessee,14.86365701035,14.86365701035,400.0,1149.33877548861,1149.33877548861,,,543.592874128064,543.592874128064
US.Texas,16.2418703961983,16.2418703961983,408.0,1361.34629348176,1361.34629348176,,,849.681455146721,849.681455146721
US.Utah,14.3893026670967,14.3893026670967,404.0,1146.67920077021,1146.67920077021,,,778.912665207274,778.912665207274
US.Vermont,25.1367411925531,25.1367411925531,400.0,2032.3703208517,2032.3703208517,,,1505.97154343964,1505.97154343964
US.Virginia,20.7939610936371,20.7939610936371,410.0,1793.72707265182,1793.72707265182,,,1035.13368382244,1035.13368382244
US.Washington,21.2666678310516,21.2666678310516,409.0,1846.65182751305,1846.65182751305,,,1198.03009283807,1198.03009283807
US.West Virginia,16.1874277054282,16.1874277054282,395.0,1201.65670257264,1201.65670257264,,,460.782693931159,460.782693931159
US.Wisconsin,20.4700130563953,20.4700130563953,408.0,1749.25889146093,1749.25889146093,,,742.833113126495,742.833113126495
US.Wyoming,14.741196249216,14.741196249216,408.0,1198.06952206103,1198.06952206103,,,353.0914226987,353.0914226987
